0,tcp,other,OTH,334,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,334,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,334,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2,2,1.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,1.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,334,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,3,1.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,3,1.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,SF,2828,2312,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,4,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,123,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,5,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4,4,1.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,125,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,5,1.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,0.67,1,6,1.00,0.00,0.14,0.83,0.00,0.00,0.00,0.00
0,tcp,other,OTH,334,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6,6,1.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4,7,1.00,0.00,0.50,0.43,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,90,0,0,0,0,1,4,0.00,0.00,0.00,0.00,1.00,0.00,0.75,5,8,1.00,0.00,0.56,0.38,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7,7,1.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,334,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,8,1.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,2,5,0.00,0.00,0.00,0.00,1.00,0.00,0.60,6,9,1.00,0.00,0.60,0.33,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,90,0,0,0,0,3,6,0.00,0.00,0.00,0.00,1.00,0.00,0.50,7,10,1.00,0.00,0.64,0.30,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9,9,1.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,334,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,10,10,1.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,11,1.00,0.00,0.67,0.27,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,89,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9,12,1.00,0.00,0.69,0.25,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,11,11,1.00,0.00,0.92,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,SF,2082,5469,0,0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,tcp,http_443,SF,2299,9330,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,14,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,123,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2,15,1.00,0.00,0.12,0.87,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,12,1.00,0.00,0.92,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,125,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,13,13,1.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,16,1.00,0.00,0.18,0.81,0.00,0.00,0.00,0.00
15,tcp,http,SF,5847,88405,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,tcp,http,SF,2815,121102,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.50,0.50,0.00,3,1,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.67,0.33,0.00,4,2,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,4,3,0.00,0.00,0.00,0.00,0.75,0.25,0.00,5,3,0.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,5,4,0.00,0.00,0.00,0.00,0.80,0.20,0.00,6,4,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,6,5,0.00,0.00,0.00,0.00,0.83,0.17,0.00,7,5,0.71,0.29,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,7,6,0.00,0.00,0.00,0.00,0.86,0.14,0.00,8,6,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,8,7,0.00,0.00,0.00,0.00,0.88,0.12,0.00,9,7,0.78,0.22,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,9,8,0.00,0.00,0.00,0.00,0.89,0.11,0.00,10,8,0.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,10,9,0.00,0.00,0.00,0.00,0.90,0.10,0.00,11,9,0.82,0.18,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,11,10,0.00,0.00,0.00,0.00,0.91,0.09,0.00,12,10,0.83,0.17,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,12,11,0.00,0.00,0.00,0.00,0.92,0.08,0.00,13,11,0.85,0.15,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,13,12,0.00,0.00,0.00,0.00,0.92,0.08,0.00,14,12,0.86,0.14,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,14,13,0.00,0.00,0.00,0.00,0.93,0.07,0.00,15,13,0.87,0.13,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,15,14,0.00,0.00,0.00,0.00,0.93,0.07,0.00,16,14,0.88,0.12,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,16,15,0.00,0.00,0.00,0.00,0.94,0.06,0.00,17,15,0.88,0.12,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,17,16,0.00,0.00,0.00,0.00,0.94,0.06,0.00,18,16,0.89,0.11,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,18,17,0.00,0.00,0.00,0.00,0.94,0.06,0.00,19,17,0.89,0.11,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,19,18,0.00,0.00,0.00,0.00,0.95,0.05,0.00,20,18,0.90,0.10,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,20,19,0.00,0.00,0.00,0.00,0.95,0.05,0.00,21,19,0.90,0.10,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,21,20,0.00,0.00,0.00,0.00,0.95,0.05,0.00,22,20,0.91,0.09,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ssh,OTH,154,0,0,0,0,21,21,0.00,0.00,0.00,0.00,1.00,0.00,0.00,23,21,0.91,0.09,0.00,0.00,0.00,0.00,0.00,0.00
